Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
41492,2019-01-25 15:32:45,4476840372112,fraud_Lubowitz-Walter,kids_pets,77.81,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,1ac6c9f173758538b05cdce2ce648553,1327505565,34.417372,-87.018592,0
905004,2019-12-28 05:38:38,30290551782700,fraud_Dare-Marvin,entertainment,7.26,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,1aa478d58086090160b51cba28ab573f,1356673118,36.676939,-88.34435400000001,0
74072,2019-02-12 22:20:10,3520550088202337,fraud_Volkman-Predovic,shopping_net,1089.43,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001-07-05,b0c0842c6b4aa941554160e68d02b187,1329085210,47.445174,-90.996543,1
15482,2019-01-09 22:35:53,4859525594182537,fraud_Powlowski-Weimann,food_dining,95.94,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,05f85a239b8ed645e73afa8a8351ff9c,1326148553,41.834424,-75.35199899999999,1
629960,2019-09-24 20:01:14,503874407318,"fraud_Berge, Kautzer and Harris",personal_care,3.97,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1975-12-28,3a1d5d9b1977309a09d0b7b91c71db5b,1348516874,28.786913,-99.287841,0
908990,2019-12-28 22:04:19,4715741951931168360,fraud_Fahey Inc,kids_pets,6.51,Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,1941-03-30,5c671010335af9312da04762c0795301,1356732259,36.184067,-96.585809,1
138327,2019-03-16 22:39:12,676102124465,fraud_Leffler-Goldner,personal_care,20.68,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,f98a7a094f97a58a5bd941fbcba9dc79,1331937552,38.950726,-121.514884,1
390861,2019-06-28 06:59:28,4178097073221156,fraud_Thiel PLC,misc_pos,303.9,Jill,Flores,F,639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",1981-03-29,da96df8a0a779df0c655e7aedba7d3e2,1340866768,42.603174,-86.212405,0
141426,2019-03-17 22:34:10,4355790796238264643,"fraud_Streich, Dietrich and Barton",shopping_net,957.27,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,1969-08-04,2821b5b05791170a48701edf0d197856,1332023650,40.072351,-91.534573,1
942778,2020-01-11 22:16:17,3529788038921264,fraud_Satterfield-Lowe,travel,9.76,Samuel,Sellers,M,6905 Hutchinson Inlet,Kenner,LA,70065,30.0252,-90.2522,68211,Energy engineer,1934-05-04,a7c6a8c23177a6d08043101599dcb791,1357942577,29.634962,-89.62119,1
363096,2019-06-17 15:50:18,571314334723,fraud_Greenholt Ltd,health_fitness,22.12,Lori,Mclean,F,4548 Werner Wells Apt. 441,Mc Clellandtown,PA,15458,39.8882,-79.8694,2379,"Sales professional, IT",1971-01-19,2ebc72b88399d556bb57ddacd4e85c2b,1339948218,39.291135,-80.67886899999999,1
929662,2020-01-04 11:15:03,30376238035123,"fraud_Wiza, Schaden and Stark",misc_pos,11.64,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,862a3ec93532a90b16b57d6060342572,1357298103,41.974718,-124.0809,0
146572,2019-03-20 06:20:10,2254917871818484,"fraud_Lind, Huel and McClure",gas_transport,37.03,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,c9f7358fcb0c5ae403cc6da088606c69,1332224410,37.570932,-76.278363,0
506503,2019-08-07 23:49:17,3587960728692500,fraud_Ebert-Daugherty,travel,7.42,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",1997-01-02,d264dda3bab3798129de0edbaddcc30a,1344383357,42.266174,-94.895022,0
679393,2019-10-16 21:13:20,3559160581764413,fraud_Wilkinson PLC,kids_pets,53.36,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,1974-02-15,4dc284616a42150ced55e6d61795b3eb,1350422000,41.400105,-78.077259,0
376892,2019-06-23 03:03:58,3517527805128735,fraud_Mohr Inc,shopping_pos,973.94,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,1990-04-25,be6b6de09b0a781d2aac0824419b11be,1340420638,42.12266,-88.673282,1
250470,2019-05-05 11:08:54,4839615922685395,fraud_Kiehn Inc,grocery_pos,134.33,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013000000000005,-86.5457,76,Social researcher,1955-05-06,def7dae44148de5c8c2533151c98bbd3,1336216134,38.289254,-85.72850600000001,0
783741,2019-11-30 23:48:05,3562264947797243,fraud_Waelchi-Wolf,kids_pets,5.66,Anthony,Velasquez,M,609 Hunt Grove,Saint Francis,KY,40062,37.6047,-85.4251,301,"Research officer, political party",1967-03-17,c423dc7e3ae3cd2d17e8f1192a1aed29,1354319285,36.874936,-85.459879,1
1030037,2020-03-02 20:00:21,374930071163758,"fraud_Schmeler, Bashirian and Price",shopping_net,958.88,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,bae15ed352c8e3a1c8d61bf46d6835ea,1362254421,43.189927,-82.644612,1
1030592,2020-03-02 23:24:44,345389171551808,fraud_Stamm-Witting,shopping_net,829.79,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,0625d90acd26c86e02803a075c1ea74c,1362266684,33.12648,-90.065392,1
361886,2019-06-17 08:14:07,4536996888716062123,fraud_Cartwright-Harris,grocery_pos,47.78,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,5cc8097d45f50bc54c5fb01ae45902d7,1339920847,36.150743,-106.778968,0
599974,2019-09-11 23:21:14,2383461948823908,fraud_Fadel-Hilpert,health_fitness,24.13,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,5fc54373d716a8af0e3d5bb794026fc5,1347405674,44.368918,-70.151409,0
1090851,2020-03-29 19:57:30,4745996322265,fraud_Wolf Inc,grocery_pos,97.97,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,f228fba04e005640871696b00d958e15,1364587050,42.009114,-86.510547,0
890503,2019-12-23 23:52:41,180065479077096,"fraud_Mante, Luettgen and Hackett",health_fitness,22.95,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1964-02-15,088104926b2b2d9fb40108a8bb076f49,1356306761,39.776367,-77.114379,0
550947,2019-08-24 02:23:02,4168696938629925,"fraud_Goldner, Kovacek and Abbott",grocery_pos,283.28,Kevin,Hawkins,M,92811 Jared Spur Apt. 345,Melville,NY,11747,40.7946,-73.403,19803,Police officer,1998-12-29,74277ef1cc9d840a46ec088992a2d1a1,1345774982,41.068791999999995,-74.31621700000001,1
906335,2019-12-28 12:32:14,2254917871818484,fraud_Shanahan-Lehner,personal_care,70.08,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,18c354699220a7783f38dc1a125ac41e,1356697934,38.269114,-75.650464,0
262532,2019-05-11 00:50:28,36192615525683,fraud_Kemmer-Buckridge,misc_pos,6.3,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,87109,35.1506,-106.569,641349,Civil Service administrator,1976-04-11,63ff6daa74f94ed0a5d9daed5cd62ebe,1336697428,35.802013,-106.302231,1
514462,2019-08-10 23:56:57,2229378226512508,fraud_Goyette-Herzog,travel,528.73,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,54fa00fdc6395771ce670842586a16e5,1344643017,42.791934000000005,-90.117354,0
783376,2019-11-30 22:30:24,3562264947797243,fraud_Pouros-Conroy,shopping_pos,801.29,Anthony,Velasquez,M,609 Hunt Grove,Saint Francis,KY,40062,37.6047,-85.4251,301,"Research officer, political party",1967-03-17,3dcfee3ed8df4532cac9e54c93f6c629,1354314624,36.805088,-85.325638,1
78193,2019-02-16 02:35:16,345060451158891,"fraud_Rowe, Batz and Goodwin",grocery_pos,156.58,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",1960-04-03,e0abae1289666c3fe756a01fffbfe2ea,1329359716,42.901229,-72.239923,0
1193456,2020-05-13 08:57:46,6011693194885790,fraud_Luettgen PLC,gas_transport,65.35,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",1995-12-04,114897c900359ffad352e4515eb660bf,1368435466,46.352093,-92.665587,0
493219,2019-08-03 15:22:12,3512365128314616,fraud_Yost-Rogahn,personal_care,38.11,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,1985-03-31,79054de6ec853502694a53192669f4a6,1344007332,37.9047,-89.716678,0
195465,2019-04-10 23:38:23,3519607465576254,fraud_Bogisich-Homenick,misc_net,847.19,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,a6355e1f4bb2588588f4ed8f22906bff,1334101103,40.315134,-123.581372,1
1290369,2020-06-18 22:27:52,36890292963032,fraud_Leffler-Goldner,personal_care,51.82,Kimberly,Webb,F,380 Martin Mission,Girard,GA,30426,33.0437,-81.7106,1100,"Conservator, museum/gallery",1950-04-05,64e240ba32422ef84d8cfc6c1595d68d,1371594472,33.499767,-81.99085500000001,1
936808,2020-01-07 22:48:45,676248282243,fraud_Spencer-Runolfsson,misc_pos,9.79,Amanda,Wheeler,F,329 Emily Cape,Cape Coral,FL,33909,26.6939,-81.9452,156391,Higher education careers adviser,1968-02-09,2ef802d93eb5b70b1a40373d4522943c,1357598925,25.8555,-81.035613,1
120032,2019-03-08 23:48:44,4060579726528237,fraud_Barrows PLC,shopping_pos,986.52,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,1948-11-14,e3425ed221ce53fb7387941aa735897b,1331250524,38.748828,-94.517574,1
343802,2019-06-10 19:26:38,4561892980175,fraud_Hyatt-Blick,travel,4.73,Jacqueline,Allen,F,166 Lisa Fords,Greenwood,IN,46143,39.596,-86.1309,78968,Financial adviser,1968-02-10,d3e0742328acf830ea3620decdd114b4,1339356398,40.176561,-85.70948100000001,0
1120192,2020-04-11 18:10:37,502012776709,fraud_Larkin Ltd,kids_pets,2.53,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,1945-09-20,2c827b797e5ace44d6f14be41c34765c,1365703837,43.56429,-76.125416,0
252567,2019-05-06 01:04:00,3551217896304745,"fraud_Wiza, Schaden and Stark",misc_pos,50.15,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,2c9158f1420924f23f73e47415d2642c,1336266240,44.592869,-74.887511,0
1122181,2020-04-12 15:25:45,4681699462969,"fraud_Hintz, Bauch and Smith",health_fitness,25.43,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,557a3b52f11ac126b756677c5fbe75fc,1365780345,36.483115000000005,-86.456437,0
72195,2019-02-12 03:29:58,3520550088202337,fraud_Vandervort-Funk,grocery_pos,302.22,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001-07-05,cc818b7e7a4e7ddb2796ad22fee4efa8,1329017398,46.921014,-89.25495500000001,1
938373,2020-01-09 05:04:18,180017442990269,"fraud_Moen, Reinger and Murphy",grocery_pos,69.13,Michelle,Anderson,F,28311 Dennis Trace,Albany,NY,12222,42.6853,-73.8253,151022,"Designer, textile",1939-06-01,749e526c0fc8c4291a4f3d9992a3b423,1357707858,43.348709,-74.104229,0
98172,2019-02-27 00:45:04,6011305591981276,"fraud_Raynor, Reinger and Hagenes",gas_transport,8.9,Daniel,Jones,M,290 Kathryn Fall,Huntsville,AL,35803,34.6205,-86.551,190178,"Engineer, automotive",1959-06-06,3d58ce47905d3a5a924c06ac370cdfc9,1330303504,35.458737,-86.05674599999999,1
458502,2019-07-21 21:30:18,3521417320836166,fraud_Price Inc,shopping_net,503.23,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,175fa072699f4104d948ef7bac9e9b9a,1342906218,39.407817,-86.37163100000001,0
164185,2019-03-28 07:24:36,30135235368675,fraud_Bradtke PLC,grocery_pos,208.5,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,7add318aeb073b97abc4b835adf9f67d,1332919476,39.579195,-94.851744,0
1168381,2020-05-03 02:11:39,30446018552504,"fraud_Reilly, Heaney and Cole",gas_transport,8.93,Felicia,Thomas,F,47035 Murray Harbors,Achille,OK,74720,33.8396,-96.3648,608,Seismic interpreter,1993-05-27,ac43f7d02294eee617566fa7f7b04a9f,1367547099,33.082608,-97.338309,1
1149744,2020-04-24 15:02:23,4810789809665942990,fraud_Monahan-Morar,personal_care,3.78,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,1988-07-28,0516d7db36b8967a5c07b3b53a46f345,1366815743,39.662424,-84.33404499999999,0
410666,2019-07-05 08:20:02,377895991033232,fraud_Kiehn-Emmerich,grocery_pos,333.83,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",1964-11-17,94cae1b9bd913ff1e6d3f48ecad522ec,1341476402,42.371405,-72.409518,1
597049,2019-09-10 01:30:11,30344654314976,"fraud_Stroman, Hudson and Erdman",gas_transport,41.43,Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),1967-05-27,c440b3c3ae67fc9f772788c3701fbcc6,1347240611,40.730314,-119.69186299999998,0
321289,2019-06-03 00:10:37,38947654498698,fraud_Hickle Group,shopping_pos,776.56,Lori,Rodriguez,F,12087 Michael Light,Creola,OH,45622,39.3543,-82.50299999999999,321,"Copywriter, advertising",1979-06-24,cc7937d35121ed45efeb09ca64c0766e,1338682237,39.901589,-82.392712,1
1179011,2020-05-07 07:51:33,30344654314976,"fraud_Tillman, Dickinson and Labadie",gas_transport,56.75,Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),1967-05-27,486005d2dd5634849599dd7c9a548135,1367913093,39.334491,-120.252113,0
1188141,2020-05-11 13:10:40,370877495212014,fraud_Pfeffer and Sons,shopping_pos,114.47,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,1e61c43eab9eea07d062a8aa866cae82,1368277840,36.73925,-81.719509,0
588789,2019-09-07 08:02:43,6011360759745864,fraud_Reynolds-Schinner,misc_pos,289.92,Steven,Williams,M,231 Flores Pass Suite 720,Edinburg,VA,22824,38.8432,-78.6003,6018,"Designer, multimedia",1947-08-21,e2cca04d7478bd0597ece12fc815bcb5,1347004963,38.408307,-78.060732,0
465882,2019-07-24 15:47:16,375848982312810,fraud_Cartwright-Harris,grocery_pos,357.32,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1943-12-15,bd9ef0e073212804de44fb0f9100098c,1343144836,30.740734999999997,-97.543329,1
923343,2019-12-31 14:06:04,4396682467723,fraud_Kuhn LLC,shopping_pos,814.54,Scott,Cole,M,646 Louis Fort Apt. 665,North Las Vegas,NV,89084,36.2815,-115.1482,214518,Catering manager,1960-01-16,b7aad304e6b82ef4dba96f1dacc0d8d5,1356962764,35.549219,-114.9039,1
463329,2019-07-23 08:21:04,4992346398065154184,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,118.9,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,50489a1fef4123b18f3a9f95b3bff11f,1343031664,40.236805,-88.62393900000001,0
1086809,2020-03-27 23:10:18,213186880359195,fraud_Block-Hauck,travel,469.25,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,1973-02-14,9ea1cfa3d1ce94947cca07ea9d20191c,1364425818,40.526332,-91.077385,0
57420,2019-02-03 23:19:40,4451952084362894,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1146.99,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1980-07-30,8b6336d7802552c26c5c406be9b38363,1328311180,34.925633000000005,-103.011488,1
531415,2019-08-17 02:56:20,6593250708747804,fraud_Deckow-O'Conner,grocery_pos,390.0,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,1977-01-04,a974317f92957f9d8bb34e2b73417177,1345172180,25.970589,-80.478636,1
708171,2019-10-28 23:05:44,349813394357327,fraud_Pfeffer and Sons,shopping_pos,1047.46,Susan,Garcia,F,16104 Diane Walk Suite 352,Wappapello,MO,63966,36.9766,-90.2848,2601,Research scientist (medical),1957-07-27,fa35934c89d5b45dd685a8a0854e262d,1351465544,36.360659000000005,-90.480772,1
1112296,2020-04-07 14:10:58,30546453310167,fraud_Veum-Koelpin,travel,6.31,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.48899999999999,7430,"Scientist, research (medical)",1955-01-13,882a54682708b1793ec247237738257f,1365343858,43.914473,-72.037865,0
458569,2019-07-21 21:50:41,4119762878330989,fraud_Veum-Koelpin,travel,2.06,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,1945-08-19,d3722b12c20caed48fdd44a62c3ace93,1342907441,41.268442,-89.758972,0
683344,2019-10-18 23:53:16,2264937662466770,fraud_Price Inc,shopping_net,1096.53,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,8f6ab757979dce14fde0fae93e7e4518,1350604396,28.998146999999996,-99.002252,1
1016500,2020-02-23 17:27:21,4900628639996,fraud_Schmeler Inc,misc_pos,6.74,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,fb3a1d91889ea3ef86acdf93b9b32ca0,1361640441,33.223203000000005,-118.899145,0
1017525,2020-02-24 02:52:23,3560725013359375,fraud_Miller-Hauck,grocery_pos,134.43,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759,31.8599,-102.7413,23,Cytogeneticist,1969-09-15,28438d3b81523070d1ba3316f431c2ba,1361674343,32.201991,-101.773897,0
967314,2020-01-26 01:27:27,346243940647414,fraud_Hamill-Daugherty,misc_net,888.17,Sean,Miller,M,6340 Jeffrey Dale,Thornville,OH,43076,39.8974,-82.4071,9051,Audiological scientist,1983-01-08,60b56eff6fdf8ba3a07c3bd821cf79fc,1359163647,40.230492,-83.28863199999999,1
122036,2019-03-09 18:39:46,3551217896304745,"fraud_Denesik, Powlowski and Pouros",home,71.15,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,f222e510b23efc96a558fcff5752af59,1331318386,43.605026,-75.109663,0
286831,2019-05-20 22:14:59,6502195877055606,fraud_Towne LLC,misc_pos,8.65,Nathan,Byrd,M,155 Gregory Mount Suite 791,Red Cliff,CO,81649,39.4584,-106.3851,277,Human resources officer,1985-04-03,97a00035ad9fd96f45777684920c1694,1337552099,38.535131,-107.119232,1
663641,2019-10-09 23:25:10,36153880429415,fraud_Kuphal-Bartoletti,misc_net,755.32,Erik,Stevens,M,84033 Pitts Overpass,Lakeland,FL,33809,28.1762,-81.9591,237282,Plant breeder/geneticist,1949-10-13,ec837b7e9745a50ede0aa2c0c8efe17b,1349825110,28.474790999999996,-82.276957,1
326849,2019-06-04 23:30:01,3593399694467427,fraud_Jast-McDermott,shopping_pos,768.47,Douglas,Smith,M,85932 Marc Throughway Apt. 080,Knowlesville,NY,14479,43.2363,-78.3138,275,TEFL teacher,1964-08-18,9f91c4987b03069b23277f693a8acbb6,1338852601,44.164627,-78.817926,1
1142572,2020-04-20 23:57:19,348379466427142,"fraud_Goldner, Kovacek and Abbott",grocery_pos,280.21,Michael,Rowe,M,7428 Martinez Flats,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,1957-01-23,adb5cd0937019223c25a5724fd5c30aa,1366502239,27.949518,-79.884457,1
158465,2019-03-25 09:04:04,4585132874641,"fraud_Labadie, Treutel and Bode",shopping_net,955.52,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,a3864c94fa5e77e958acc7675204d51f,1332666244,38.964884000000005,-94.48916,1
32402,2019-01-20 11:05:04,4708992452821239,fraud_Lynch Ltd,shopping_pos,647.27,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",1938-09-08,133e33dd5eca77770d46483482dca499,1327057504,36.552302000000005,-91.205669,0
344770,2019-06-11 00:39:34,4464457352619,fraud_Herman Inc,misc_pos,797.69,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1990-01-24,75f8bb259fd8177446e732ed9aaac20b,1339375174,30.697543,-83.881373,1
565587,2019-08-28 22:10:47,3526826139003047,"fraud_Streich, Dietrich and Barton",shopping_net,1017.15,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.01700000000001,1126,Furniture designer,1955-07-06,aabbcd61f2721a3a6c2ad108a1da261a,1346191847,45.203798,-85.177942,1
75372,2019-02-13 22:28:20,2288748891690227,"fraud_Zboncak, Rowe and Murazik",shopping_net,1156.15,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,1967-01-24,c159c314f17eeb5f67202348de6bcbb0,1329172100,34.625719000000004,-106.546502,1
1072682,2020-03-21 22:29:57,4040099974063068803,"fraud_Yost, Schamberger and Windler",kids_pets,23.16,Jeffrey,Lewis,M,24255 Bryan Square,Palermo,ND,58769,48.3396,-102.24,229,Administrator,1983-03-20,86c81e31f44ecbc38bea65c86a5babba,1363904997,48.04599,-103.220778,1
1009920,2020-02-19 23:17:09,3533177016567295,"fraud_Baumbach, Feeney and Morar",shopping_net,1048.8,Derek,Bentley,M,782 Lee Crossing Apt. 209,Weeping Water,NE,68463,40.8731,-96.1528,1517,Dealer,1951-11-08,a05bd056566891e23c7813e39618b31e,1361315829,41.784051,-95.580755,1
1255667,2020-06-07 01:29:16,4464457352619,fraud_Bradtke PLC,grocery_pos,128.07,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1990-01-24,bae515df75cb098f332776b3d6b54b52,1370568556,30.490504,-84.298055,0
637685,2019-09-28 19:19:09,38052002992326,fraud_Schumm PLC,shopping_net,1003.92,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,2463d6653fba958ec425ceff43b041bf,1348859949,30.453668,-95.610647,1
211190,2019-04-17 23:27:38,60427851591,fraud_Predovic Inc,shopping_net,774.11,Bradley,Martinez,M,3426 David Divide Suite 717,Burns Flat,OK,73624,35.3492,-99.188,2142,Politician's assistant,1976-06-30,533943570ab6dbdf678613341f05fb50,1334705258,34.894587,-99.605876,1
189501,2019-04-08 02:20:43,36721445180895,fraud_Deckow-O'Conner,grocery_pos,311.01,Cesar,Smith,M,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,1cd044420a6a25ea7641a6383a7140b4,1333851643,43.018819,-74.738179,1
682759,2019-10-18 17:47:29,30082025922891,fraud_Welch Inc,misc_net,848.19,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,de1e8f009d099c6d9daae4a6af5084af,1350582449,26.307604,-82.50945,1
1177598,2020-05-06 11:42:16,4761403817546679245,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,105.62,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,235b1323098db654408ad09991fb08c6,1367840536,36.443222,-91.103625,0
506822,2019-08-08 03:48:17,2287277963630565,fraud_Bradtke PLC,grocery_pos,274.22,Calvin,Molina,M,046 Michelle Fort Suite 314,Medford,NY,11763,40.8174,-72.9852,28506,Forest/woodland manager,1939-04-13,2da44b7c3a161397c5bd44546870f50c,1344397697,39.873356,-72.04004599999999,1
215247,2019-04-20 03:43:34,6011197122270059,"fraud_Tillman, Fritsch and Schmitt",misc_net,725.31,Vincent,Ward,M,06730 Joshua Isle Suite 555,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,1986-04-03,d58e3baf266067119b7916b24f87e53d,1334893414,42.817458,-72.371139,1
733972,2019-11-10 00:57:09,3560246577314524,fraud_Kutch and Sons,grocery_pos,340.92,Sarah,Scott,F,03090 Fisher Forges Apt. 200,Wichita,KS,67216,37.6223,-97.3136,409656,Textile designer,1930-10-21,211797b34920763ad408b17ee61db610,1352509029,36.874609,-98.197988,1
760324,2019-11-21 19:02:30,3541160328600277,fraud_Johnston-Casper,travel,9.8,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,854b12c220c7bf5024bcca6cebb7c4d8,1353524550,40.234332,-89.787524,0
670151,2019-10-12 23:45:19,30248898834493,fraud_Klocko LLC,misc_net,713.97,Michael,Rodriguez,M,172 Paula Inlet Apt. 650,Cross Plains,TX,76443,32.1482,-99.1872,1897,Chief Operating Officer,1953-04-19,551a2547a941174ae1130c1d4322dd2c,1350085519,31.579245,-98.369683,1
